From src:'1'	To src:'3'
CHEMBL577910	732
CHEMBL4595918	OT4
CHEMBL3780497	3XY
CHEMBL3581506	3VQ
CHEMBL451635	OBI
CHEMBL47541	0FA
CHEMBL145233	H6P
CHEMBL3822498	5TU
CHEMBL3425744	43H
CHEMBL23194	SPM
CHEMBL157813	RDR
CHEMBL411729	5RH
CHEMBL1230645	92M
CHEMBL521784	PUC
CHEMBL4593025	NUW
CHEMBL549343	692
CHEMBL4563829	WL1
CHEMBL4470091	MQJ
CHEMBL4467259	K4P
CHEMBL1407943	GX0
CHEMBL1927262	Q9G
CHEMBL2377685	20Z
CHEMBL1253290	V9C
CHEMBL213618	796
CHEMBL3819037	S0W
CHEMBL308759	GF0
CHEMBL4464572	O9P
CHEMBL1198227	FFS
CHEMBL2179110	0XJ
CHEMBL108829	CH9
CHEMBL1186631	Q80
CHEMBL1778132	JKV
CHEMBL596351	D6E
CHEMBL3785696	O5J
CHEMBL1159661	LDY
CHEMBL4443468	FW8
CHEMBL3262583	2QV
CHEMBL1230227	44D
CHEMBL510164	AJZ
CHEMBL1338403	H1Z
CHEMBL1231969	CTD
CHEMBL496102	L5G
CHEMBL1650443	6RL
CHEMBL3286879	2GK
CHEMBL119596	ETX
CHEMBL123260	CC8
CHEMBL34259	MTX
CHEMBL1167	SCM
CHEMBL1233584	ILE
CHEMBL4061928	5RE
CHEMBL4215267	FH1
CHEMBL1413383	2D0
CHEMBL114715	IGN
CHEMBL4167738	Q2S
CHEMBL3775867	6Z1
CHEMBL4514774	HT8
CHEMBL259783	C1Q
CHEMBL445353	R19
CHEMBL2261578	T8B
CHEMBL1527187	K3T
CHEMBL1231869	CNX
CHEMBL1865103	9DE
CHEMBL391229	45K
CHEMBL331282	SAB
CHEMBL263850	ARD
CHEMBL2392714	1LF
CHEMBL375530	RFZ
CHEMBL2420930	GOG
CHEMBL1879588	17D
CHEMBL44115	CA1
CHEMBL114648	FIV
CHEMBL4469869	KJP
CHEMBL55483	W8R
CHEMBL83103	6SL
CHEMBL4578267	N14
CHEMBL3309985	TV2
CHEMBL3187603	SEY
CHEMBL2420909	SIJ
CHEMBL288998	YEG
CHEMBL4521078	6JF
CHEMBL3234612	5G6
CHEMBL2407766	1UH
CHEMBL4464064	HGH
CHEMBL1672002	IMW
CHEMBL2435614	HUR
CHEMBL103	STR
CHEMBL3913249	6QU
CHEMBL33899	GW5
CHEMBL4450545	EA3
CHEMBL3609371	4OR
CHEMBL245605	HKC
CHEMBL1136	TEL
CHEMBL66424	R03
CHEMBL4283240	4H5
CHEMBL4517408	M2Z
CHEMBL3126198	2SF
CHEMBL1742182	YTH
CHEMBL180146	CM3
CHEMBL1235246	PFS
CHEMBL4226465	65H
CHEMBL1170047	33E
CHEMBL36119	37Z
CHEMBL370687	16N
CHEMBL4208002	VVS
CHEMBL601227	KOT
CHEMBL3422476	1XU
CHEMBL4300557	ET3
CHEMBL1229558	0AP
CHEMBL3799307	5Y6
CHEMBL251935	HOM
CHEMBL3318491	JUO
CHEMBL2165903	0KJ
CHEMBL71898	5OY
CHEMBL1093388	AYH
CHEMBL629	TP0
CHEMBL4098188	5ZI
CHEMBL3805962	TZF
CHEMBL121790	580
CHEMBL279998	MN1
CHEMBL501949	0WU
CHEMBL1084268	24A
CHEMBL53292	ICD
CHEMBL3786406	56M
CHEMBL396034	HK6
CHEMBL3818998	V2A
CHEMBL4574783	8SF
CHEMBL2419475	D87
CHEMBL2171088	0LL
CHEMBL2036072	AYT
CHEMBL2443195	EWY
CHEMBL269755	K5V
CHEMBL4563518	NJ1
CHEMBL425616	LID
CHEMBL3804872	6C0
CHEMBL3746243	2WZ
CHEMBL3341939	MGZ
CHEMBL3828532	6MB
CHEMBL1230628	8HG
CHEMBL81379	RET
CHEMBL1160509	FKZ
CHEMBL412272	6SB
CHEMBL3659894	FKM
CHEMBL4173478	HJP
CHEMBL108541	TNF
CHEMBL1235867	SCG
CHEMBL453716	DIO
CHEMBL554563	LDC
CHEMBL441343	PHB
CHEMBL73962	D8W
CHEMBL2142592	1KS
CHEMBL4167484	B6B
CHEMBL503179	511
CHEMBL496879	U49
CHEMBL2179275	13Y
CHEMBL181	20J
CHEMBL67	7BA
CHEMBL957	K86
CHEMBL2071607	0VM
CHEMBL478589	ELX
CHEMBL42126	PIL
CHEMBL139050	OBA
CHEMBL563557	QRP
CHEMBL265325	1AC
CHEMBL3781752	EB2
CHEMBL727	DX4
CHEMBL1173787	NUK
CHEMBL1871181	8G0
CHEMBL198831	JP1
CHEMBL135694	TRD
CHEMBL64909	JFD
CHEMBL4515048	JL8
CHEMBL3128043	7KC
CHEMBL4072381	OUY
CHEMBL2017978	13K
CHEMBL336718	08C
CHEMBL1738951	ZRK
CHEMBL1508	68P
CHEMBL446084	408
CHEMBL376180	04J
CHEMBL240719	I84
CHEMBL4166955	7MX
CHEMBL3326006	R6N
CHEMBL4112856	04T
CHEMBL433050	IVS
CHEMBL4204982	EYA
CHEMBL3628368	362
CHEMBL1475114	KWY
CHEMBL279433	778
CHEMBL1579642	KW1
CHEMBL4290904	8EC
CHEMBL585951	FMY
CHEMBL258717	E5S
CHEMBL228114	GVG
CHEMBL222559	TPV
CHEMBL106	TPF
CHEMBL1575436	CJA
CHEMBL440577	5R5
CHEMBL4574762	P95
CHEMBL379916	BSX
CHEMBL490984	AQP
CHEMBL170	QI9
CHEMBL303934	NMD
CHEMBL458624	LK1
CHEMBL1470357	3Y7
CHEMBL1094382	B47
CHEMBL575256	BMB
CHEMBL510486	IDJ
CHEMBL3577274	2VF
CHEMBL3621851	LEL
CHEMBL1592087	6EX
CHEMBL1232227	DHZ
CHEMBL3085793	1VQ
CHEMBL4468645	N0S
CHEMBL3898304	C2W
CHEMBL3401341	70X
CHEMBL3991296	W73
CHEMBL3322335	26Q
CHEMBL2312560	IHC
CHEMBL1625834	NO4
CHEMBL3092409	HNV
CHEMBL195328	1AN
CHEMBL1807804	06T
CHEMBL1234676	NE1
CHEMBL1229884	2BA
CHEMBL4173228	I57
CHEMBL460460	928
CHEMBL3325609	I5U
CHEMBL115357	INA
CHEMBL404658	5CD
CHEMBL3343036	1S8
CHEMBL51173	MID
CHEMBL479527	0RP
CHEMBL3426309	3P6
CHEMBL3622905	4XS
CHEMBL558664	GKK
CHEMBL3545307	L1X
CHEMBL1232243	DIU
CHEMBL500779	5B2
CHEMBL95606	CTN
CHEMBL4081852	75R
CHEMBL240804	FT1
CHEMBL255134	2PD
CHEMBL3799125	CVD
CHEMBL3901808	5L6
CHEMBL1614773	3Q2
CHEMBL4161639	E82
CHEMBL2332742	0DU
CHEMBL404482	OAN
CHEMBL1490826	51S
CHEMBL3342984	3LQ
CHEMBL1187858	HBP
CHEMBL4294106	Y5H
CHEMBL1160294	2P0
CHEMBL2179988	0RZ
CHEMBL23327	P01
CHEMBL181936	CM4
CHEMBL243024	283
CHEMBL454489	DDA
CHEMBL3605388	42W
CHEMBL3613953	58W
CHEMBL1236003	SON
CHEMBL1401176	8T7
CHEMBL1233766	JRZ
CHEMBL496421	NGE
CHEMBL2207427	0YJ
CHEMBL1541796	GQP
CHEMBL458616	HEZ
CHEMBL1234326	MHW
CHEMBL394875	SMC
CHEMBL3701697	H7W
CHEMBL1062	3QZ
CHEMBL2403340	1MB
CHEMBL453196	EGR
CHEMBL199395	F29
CHEMBL2041670	0S3
CHEMBL542	PAB
CHEMBL4228286	5GR
CHEMBL4587912	OW8
CHEMBL1289953	LQ7
CHEMBL1234483	MSG
CHEMBL442022	PWF
CHEMBL460657	ELA
CHEMBL465952	BXB
CHEMBL4518504	9BF
CHEMBL1213369	GZ2
CHEMBL226545	ZCW
CHEMBL3701219	BUY
CHEMBL1235136	PAN
CHEMBL484861	93A
CHEMBL14216	6AQ
CHEMBL1821949	08E
CHEMBL2424780	9JR
CHEMBL219695	NC4
CHEMBL503917	LZM
CHEMBL3301610	6ZV
CHEMBL41632	4HY
CHEMBL2181721	P9M
CHEMBL365809	BUO
CHEMBL563938	NEA
CHEMBL3899351	NHJ
CHEMBL338076	FR4
CHEMBL4203483	53X
CHEMBL3902813	7HL
CHEMBL1171647	WFE
CHEMBL110674	AP1
CHEMBL4468226	GMW
CHEMBL1235122	P9A
CHEMBL1235043	OXN
CHEMBL558143	82X
CHEMBL3356187	3BX
CHEMBL1163	DR7
CHEMBL3319391	2WT
CHEMBL575	MII
CHEMBL3325610	7LN
CHEMBL255590	2FF
CHEMBL4207557	58N
CHEMBL1966359	B0S
CHEMBL2325198	RV5
CHEMBL4294528	RNB
CHEMBL400431	5IG
CHEMBL2332572	7ES
CHEMBL4061542	FYK
CHEMBL2385758	NVW
CHEMBL3577868	519
CHEMBL191910	NNI
CHEMBL3759959	E42
CHEMBL2207431	0YH
CHEMBL3344080	3JV
CHEMBL105171	2UP
CHEMBL56021	LAY
CHEMBL4569631	JWA
CHEMBL294264	9TF
CHEMBL1230192	3PY
CHEMBL93687	CBP
CHEMBL3819104	5RW
CHEMBL4449374	HH5
CHEMBL2408816	RNH
CHEMBL1198	PX9
CHEMBL4081917	8RB
CHEMBL3753862	89S
CHEMBL3819582	D8H
CHEMBL2431595	1OK
CHEMBL3356574	39R
CHEMBL2170435	0C4
CHEMBL1236936	Z90
CHEMBL4117935	YRA
CHEMBL4471826	GVY
CHEMBL514988	BDE
CHEMBL110739	C0R
CHEMBL3814340	63E
CHEMBL4596447	DQF
CHEMBL4159082	8Y5
CHEMBL1614812	849
CHEMBL1190	DME
CHEMBL2030558	C88
CHEMBL4528047	CQF
CHEMBL4086945	9XP
CHEMBL24231	4NP
CHEMBL609	104
CHEMBL383917	PDQ
CHEMBL399530	CT5
CHEMBL2314511	V6M
CHEMBL384441	6JD
CHEMBL380888	4BH
CHEMBL395092	MEW
CHEMBL196726	P2H
CHEMBL3990960	W7A
CHEMBL2377831	09Z
CHEMBL357501	78B
CHEMBL383144	6MD
CHEMBL2393183	1LJ
CHEMBL3398612	39F
CHEMBL510975	GLS
CHEMBL490867	MXX
CHEMBL4575275	9H3
CHEMBL523395	DY6
CHEMBL1233784	JZJ
CHEMBL4095252	7XS
CHEMBL4545111	JO1
CHEMBL1763	HFZ
CHEMBL2146883	EUI
CHEMBL603966	7EE
CHEMBL4217738	M39
CHEMBL77517	EF6
CHEMBL4562288	GUJ
CHEMBL4550663	LT8
CHEMBL4514699	WBS
CHEMBL86122	4AG
CHEMBL1182234	P4P
CHEMBL4447064	KEQ
CHEMBL3800374	5MO
CHEMBL3818894	5RZ
CHEMBL4458913	OOJ
CHEMBL3883576	5AG
CHEMBL3770332	5H2
CHEMBL4436323	E8V
CHEMBL77996	HE1
CHEMBL1232636	F55
CHEMBL2228305	F0O
CHEMBL111	AY6
CHEMBL4476514	6PD
CHEMBL1233459	HXL
CHEMBL4105240	8FD
CHEMBL301624	15Z
CHEMBL2413522	NRE
CHEMBL4476234	NQW
CHEMBL1230695	A23
CHEMBL2047876	RI8
CHEMBL4165749	9V8
CHEMBL3342588	8DU
CHEMBL2431609	1OJ
CHEMBL3410003	BNM
CHEMBL3827611	6EZ
CHEMBL1162150	ELE
CHEMBL2414065	Y0R
CHEMBL4517551	2ZX
CHEMBL490000	CAW
CHEMBL3805159	69S
CHEMBL4541236	JET
CHEMBL1236227	TD3
CHEMBL28	AGI
CHEMBL144366	PYQ
CHEMBL1236872	XYA
CHEMBL219585	EZT
CHEMBL1895916	2BX
CHEMBL4175584	EAV
CHEMBL4091152	8R5
CHEMBL395347	LDT
CHEMBL4569857	6RU
CHEMBL52564	2HC
CHEMBL4558162	AEL
CHEMBL1448331	FPZ
CHEMBL2324313	28O
CHEMBL3809271	LNN
CHEMBL4072922	8EQ
CHEMBL261014	446
CHEMBL590985	COP
CHEMBL4117028	551
CHEMBL2314198	CJY
CHEMBL4116056	H83
CHEMBL4517307	8B1
CHEMBL2377864	X40
CHEMBL4475795	MXJ
CHEMBL210771	730
CHEMBL2012582	4K4
CHEMBL3410089	2WE
CHEMBL3416131	3Z7
CHEMBL3309989	W2D
CHEMBL3770903	3TE
CHEMBL3359162	5RU
CHEMBL59	LDP
CHEMBL3608591	4VF
CHEMBL4168815	7WY
CHEMBL3184132	MLJ
CHEMBL2443188	E1F
CHEMBL2325753	6WC
CHEMBL3907479	LWJ
CHEMBL1962360	YCL
CHEMBL27577	OHB
CHEMBL499915	CBO
CHEMBL1683648	8D3
CHEMBL594972	M08
CHEMBL1276314	53L
CHEMBL1276314	54Q
CHEMBL1276314	50M
CHEMBL1276314	53M
CHEMBL3352876	2V3
CHEMBL60550	2ZS
CHEMBL281948	KSA
CHEMBL3109325	NBH
CHEMBL3770150	UL4
CHEMBL183874	5VL
CHEMBL466323	643
CHEMBL272041	LOA
CHEMBL26455	E7R
CHEMBL1738740	3TU
CHEMBL3354186	3QY
CHEMBL4591406	TGX
CHEMBL262103	74M
CHEMBL13130	6QD
CHEMBL3262780	2VT
CHEMBL289422	UCM
CHEMBL225983	SRT
CHEMBL4442518	HHY
CHEMBL3581661	4LD
CHEMBL1741775	U9S
CHEMBL1215474	RM8
CHEMBL1230055	36A
CHEMBL993	TDR
CHEMBL1229663	15X
CHEMBL4095447	6HL
CHEMBL345235	TAY
CHEMBL26128	HPS
CHEMBL2436015	25K
CHEMBL259724	TYD
CHEMBL2376572	1JG
CHEMBL2347206	1HQ
CHEMBL125386	FR9
CHEMBL178616	413
CHEMBL2420703	1QM
CHEMBL335954	700
CHEMBL1233147	GTP
CHEMBL42003	LEN
CHEMBL1234459	MR3
CHEMBL1469703	3SR
CHEMBL3640001	36F
CHEMBL4282532	WGX
CHEMBL1233250	HC5
CHEMBL203682	0KS
CHEMBL272690	MBP
CHEMBL1904189	UVD
CHEMBL3358156	3PW
CHEMBL2314137	RS8
CHEMBL13024	OGZ
CHEMBL133097	CRA
CHEMBL506022	1N
CHEMBL451666	PTU
CHEMBL40813	PPH
CHEMBL4520878	KB4
CHEMBL247134	6V9
CHEMBL595529	947
CHEMBL1835071	S19
CHEMBL1236933	Z78
CHEMBL4519798	H2N
CHEMBL7942	MLA
CHEMBL261758	W3P
CHEMBL494089	G93
CHEMBL411930	K10
CHEMBL261837	UCZ
CHEMBL3798846	35Q
CHEMBL39879	0BP
CHEMBL14205	OPO
CHEMBL3317856	JHN
CHEMBL3622942	X5G
CHEMBL2159525	392
CHEMBL3559183	UBS
CHEMBL504567	ZE8
CHEMBL71085	09O
CHEMBL562990	SD1
CHEMBL252715	CLQ
CHEMBL4515358	DWM
CHEMBL443030	A88
CHEMBL4562274	ML7
CHEMBL3736597	XEB
CHEMBL3317969	704
CHEMBL3297945	2NR
CHEMBL4561280	H6W
CHEMBL142438	HDZ
CHEMBL3794524	1XV
CHEMBL2030954	UX9
CHEMBL103686	ORD
CHEMBL1651152	ESE
CHEMBL4090144	T0E
CHEMBL14060	IPH
CHEMBL1825106	M0T
CHEMBL3901131	VY4
CHEMBL108436	KNA
CHEMBL1738881	QUY
CHEMBL595547	44A
CHEMBL575060	GGL
CHEMBL575060	GLU
CHEMBL1445241	K2M
CHEMBL4169870	E88
CHEMBL1080648	S6Z
CHEMBL3236666	2U7
CHEMBL2312301	14S
CHEMBL379652	PDO
CHEMBL29411	IPB
CHEMBL4125960	NG2
CHEMBL1097602	8H1
CHEMBL3140256	G8S
CHEMBL1818114	Q12
CHEMBL3098609	LTS
CHEMBL71927	U05
CHEMBL2365483	1BG
CHEMBL359159	ITN
CHEMBL4529787	7H6
CHEMBL1543600	B1A
CHEMBL29946	FTH
CHEMBL597477	OCZ
CHEMBL1235528	PY7
CHEMBL292702	3GT
CHEMBL564829	P48
CHEMBL153843	5T2
CHEMBL4091867	KG7
CHEMBL3288306	718
CHEMBL307782	GAB
CHEMBL2152433	N6L
CHEMBL1624	T44
CHEMBL2414544	1K3
CHEMBL263291	IVM
CHEMBL123985	14H
CHEMBL3633143	F62
CHEMBL2030561	B6A
CHEMBL1213372	FCK
CHEMBL175198	INX
CHEMBL4294825	G2J
CHEMBL1615216	S82
CHEMBL3427251	5QV
CHEMBL2409184	0Y4
CHEMBL1236552	UFR
CHEMBL1496674	A6H
CHEMBL3627877	8HD
CHEMBL1236703	WAN
CHEMBL15967	PZO
CHEMBL92	TXL
CHEMBL148046	7K9
CHEMBL1229963	2MM
CHEMBL4587486	CGJ
CHEMBL407632	IMZ
CHEMBL3959384	5O0
CHEMBL1230189	3PF
CHEMBL593584	461
CHEMBL3394388	S97
CHEMBL150043	6YP
CHEMBL3357661	3J9
CHEMBL4081848	6C1
CHEMBL4203592	E98
CHEMBL195450	LI3
CHEMBL1963130	U85
CHEMBL243596	ONB
CHEMBL1197684	G8V
CHEMBL14762	RRC
CHEMBL3238540	3ZV
CHEMBL2348360	6DS
CHEMBL1235803	S52
CHEMBL148732	787
CHEMBL1229569	0CP
CHEMBL512341	330
CHEMBL1230349	52H
CHEMBL3770724	30M
CHEMBL3426613	QHA
CHEMBL477312	XCX
CHEMBL1405	J3Z
CHEMBL4072775	7F9
CHEMBL227439	617
CHEMBL3410060	8Q5
CHEMBL4059848	9EM
CHEMBL3261407	NN7
CHEMBL1213403	G30
CHEMBL407874	OBG
CHEMBL3359181	V14
CHEMBL1614963	FP3
CHEMBL1233506	I52
CHEMBL3809682	6CV
CHEMBL361103	DIZ
CHEMBL4090952	7ZO
CHEMBL4071545	7DS
CHEMBL3758336	4ZK
CHEMBL398673	K4D
CHEMBL132186	MGL
CHEMBL1500396	JLA
CHEMBL2348651	T6Q
CHEMBL3317857	4D6
CHEMBL469792	I23
CHEMBL568202	DX1
CHEMBL13608	BWC
CHEMBL4567983	KWA
CHEMBL4214902	XVD
CHEMBL1703022	KD8
CHEMBL3235533	BNQ
CHEMBL3805438	1TM
CHEMBL3818173	ZUQ
CHEMBL2432026	QYB
CHEMBL3087807	A36
CHEMBL365141	MKM
CHEMBL4214210	XGH
CHEMBL1923440	07N
CHEMBL74090	RYY
CHEMBL3353992	9S3
CHEMBL4229211	9BH
CHEMBL1213438	17B
CHEMBL1624889	FVV
CHEMBL3092391	4ZE
CHEMBL4116919	9BA
CHEMBL1403931	OQR
CHEMBL4470174	RBQ
CHEMBL3608786	4VD
CHEMBL114059	3NT
CHEMBL328190	C3D
CHEMBL4099088	S2L
CHEMBL577144	DBD
CHEMBL415247	JDC
CHEMBL3099904	488
CHEMBL469117	5MS
CHEMBL467308	SSK
CHEMBL2314129	19L
CHEMBL4294426	H6J
CHEMBL213661	G27
CHEMBL512504	C1V
CHEMBL2419303	WFF
CHEMBL225519	0SY
CHEMBL3895370	6G7
CHEMBL454568	MYX
CHEMBL394360	8VO
CHEMBL1231477	BSG
CHEMBL14227	BUA
CHEMBL387347	BIA
CHEMBL1979181	3OK
CHEMBL3357659	3UX
CHEMBL504293	GEX
CHEMBL2338362	8PH
CHEMBL4569898	DWV
CHEMBL4578540	KL7
CHEMBL4165044	17F
CHEMBL4086137	774
CHEMBL409536	SP6
CHEMBL1199042	N6E
CHEMBL4064297	9OG
CHEMBL3342593	8CU
CHEMBL405154	7EL
CHEMBL311469	AFF
CHEMBL4116165	OQC
CHEMBL1933568	KLI
CHEMBL1231330	BHD
CHEMBL114957	3SK
CHEMBL3590186	4J9
CHEMBL3426633	3SG
CHEMBL3808935	33S
CHEMBL1676	GW6
CHEMBL220491	BZ1
CHEMBL4283844	H6G
CHEMBL3361065	3QQ
CHEMBL2113964	SWD
CHEMBL11938	93B
CHEMBL4446835	AX0
CHEMBL1203	S3V
CHEMBL106187	FRB
CHEMBL3318325	LFD
CHEMBL337301	83G
CHEMBL43197	CGM
CHEMBL1234619	NAL
CHEMBL327012	2HQ
CHEMBL1235997	SO2
CHEMBL211614	FBR
CHEMBL90852	OGA
CHEMBL275528	1PC
CHEMBL418973	HJX
CHEMBL319497	DLY
CHEMBL460164	741
CHEMBL146972	OPE
CHEMBL3400497	X8U
CHEMBL1773953	LL4
CHEMBL379064	IRH
CHEMBL596169	9RC
CHEMBL280828	QM1
CHEMBL240293	2CL
CHEMBL4277357	E5H
CHEMBL4548211	UNY
CHEMBL3596584	1EI
CHEMBL2048720	87U
CHEMBL1231568	C24
CHEMBL488636	4HI
CHEMBL1206187	2G5
CHEMBL284362	IS2
CHEMBL3088226	1XS
CHEMBL4166974	2PX
CHEMBL2177187	0R2
CHEMBL1494615	M0S
CHEMBL4590489	L9J
CHEMBL3990159	W7Q
CHEMBL422904	HC9
CHEMBL3265330	2X4
CHEMBL39581	RWY
CHEMBL4244843	FSC
CHEMBL3086263	M8Y
CHEMBL3137742	N8P
CHEMBL3233140	2TW
CHEMBL583042	390
CHEMBL402001	M6P
CHEMBL2171174	TT8
CHEMBL14687	POL
CHEMBL1241348	L4T
CHEMBL567704	2T4
CHEMBL33468	7BD
CHEMBL595949	4C0
CHEMBL240355	3IG
CHEMBL1236157	T5A
CHEMBL3989220	FYB
CHEMBL2178145	10J
CHEMBL372227	STC
CHEMBL2105747	9XW
CHEMBL1738878	QRX
CHEMBL1738699	022
CHEMBL1569545	1K5
CHEMBL30059	FTI
CHEMBL1233867	KOM
CHEMBL474024	2BE
CHEMBL4534959	IDK
CHEMBL2024561	8WR
CHEMBL236720	3AS
CHEMBL2180030	6TG
CHEMBL21015	34Z
CHEMBL379000	2UN
CHEMBL3414918	46G
CHEMBL3356559	3P2
CHEMBL3775440	4CN
CHEMBL1165388	DQ1
CHEMBL4544587	O3S
CHEMBL3260812	2V8
CHEMBL365617	BSM
CHEMBL3983798	D6I
CHEMBL473119	I15
CHEMBL4215676	EYP
CHEMBL4442449	H4T
CHEMBL1230459	629
CHEMBL2059907	7L0
CHEMBL3799391	UAM
CHEMBL258467	D28
CHEMBL3290460	2UR
CHEMBL4068716	SVB
CHEMBL56904	MPZ
CHEMBL1234133	LZK
CHEMBL564374	PD4
CHEMBL1421	1N1
CHEMBL3931361	73Z
CHEMBL327097	ST5
CHEMBL4076124	C6V
CHEMBL339996	4MB
CHEMBL3133889	EXB
CHEMBL4444777	EZW
CHEMBL4469661	G9E
CHEMBL4463793	O3P
CHEMBL112598	TIT
CHEMBL1235106	P4G
CHEMBL570427	L51
CHEMBL1222313	HTC
CHEMBL2079493	R32
CHEMBL4163218	JDD
CHEMBL4290037	7L7
CHEMBL1951293	PS8
CHEMBL3125527	2SW
CHEMBL3355192	J5Y
CHEMBL2380583	1O5
CHEMBL207729	IH6
CHEMBL1922581	N8V
CHEMBL2170968	4K0
CHEMBL2029688	0JK
CHEMBL485481	13A
CHEMBL507836	5Y0
CHEMBL4210011	AQ1
CHEMBL562164	58Z
CHEMBL476142	T30
CHEMBL2431464	28R
CHEMBL2104575	WY3
CHEMBL31634	BVD
CHEMBL2146888	YQY
CHEMBL3740099	NU8
CHEMBL357488	903
CHEMBL3414706	3VO
CHEMBL507651	318
CHEMBL4160123	9GT
CHEMBL2178291	JA3
CHEMBL186200	NO3
CHEMBL311300	BC3
CHEMBL474967	N30
CHEMBL3317833	3SX
CHEMBL514290	PFT
CHEMBL254951	BME
CHEMBL4296717	P7D
CHEMBL401377	6SC
CHEMBL1886959	AO4
CHEMBL3220926	83T
CHEMBL316860	1Y6
CHEMBL3964137	82M
CHEMBL305107	SZL
CHEMBL1236433	TTF
CHEMBL1945020	TV4
CHEMBL3622723	3SW
CHEMBL27266	ILV
CHEMBL2313154	60G
CHEMBL4075903	IIH
CHEMBL461606	AFJ
CHEMBL121939	FR8
CHEMBL2164974	DY9
CHEMBL118719	M90
CHEMBL233970	C94
CHEMBL3746463	5JG
CHEMBL4443085	E4Q
CHEMBL1206126	0BU
CHEMBL1910963	NX5
CHEMBL1088324	3PP
CHEMBL3586670	456
CHEMBL99408	ES5
CHEMBL1615165	P9J
CHEMBL2058274	YS5
CHEMBL1738805	FU7
CHEMBL1235115	P6T
CHEMBL284483	CFE
CHEMBL3410080	O43
CHEMBL4094945	0NA
CHEMBL272049	EM9
CHEMBL455469	JV1
CHEMBL1081651	KR1
CHEMBL221137	EMJ
CHEMBL1945701	3SE
CHEMBL4475942	6VZ
CHEMBL389621	HCY
CHEMBL3393979	11V
CHEMBL493456	JMQ
CHEMBL436947	RMA
CHEMBL4544218	M2B
CHEMBL503	803
CHEMBL2338785	2LD
CHEMBL1536	D2V
CHEMBL3908555	7BJ
CHEMBL4081711	8CG
CHEMBL3754069	5JM
CHEMBL617	CLS
CHEMBL1233464	HY1
CHEMBL4515830	KYJ
CHEMBL4168797	EOS
CHEMBL3781211	58Q
CHEMBL1233881	KS4
CHEMBL2347399	1MN
CHEMBL2358910	F66
CHEMBL4287613	F8M
CHEMBL453509	PAM
CHEMBL232545	VR1
CHEMBL1614995	HGF
CHEMBL167672	W84
CHEMBL4247298	748
CHEMBL219601	I02
CHEMBL2407613	I29
CHEMBL25380	6JY
CHEMBL569241	8WT
CHEMBL2057726	0TA
CHEMBL4596596	J2Q
CHEMBL395915	HID
CHEMBL4160149	ENN
CHEMBL3099720	2GV
CHEMBL1230661	997
CHEMBL2372437	01S
CHEMBL4207081	7BS
CHEMBL3781788	5ST
CHEMBL505564	22A
CHEMBL4070885	8DJ
CHEMBL3126304	2UU
CHEMBL4522902	W6S
CHEMBL493937	985
CHEMBL2147770	8GU
CHEMBL1721570	C0H
CHEMBL490033	F01
CHEMBL4065764	9YJ
CHEMBL4083340	A7Y
CHEMBL1230787	ABF
CHEMBL1338	271
CHEMBL4062359	DO1
CHEMBL286237	8AD
CHEMBL4083889	J5E
CHEMBL356700	D31
CHEMBL3086865	3YD
CHEMBL476302	O62
CHEMBL360998	D1G
CHEMBL1308236	JMJ
CHEMBL1234087	LS3
CHEMBL1950957	P9L
CHEMBL561224	HIE
CHEMBL3819187	QLN
CHEMBL4536298	GON
CHEMBL214719	KVB
CHEMBL663	VJJ
CHEMBL1230435	5R1
CHEMBL1230156	3MT
CHEMBL3739482	IR4
CHEMBL4247751	EUN
CHEMBL3785583	DQS
CHEMBL1229517	032
CHEMBL4215717	59D
CHEMBL2152405	0NT
CHEMBL1235140	PAV
CHEMBL148169	541
CHEMBL1456301	9KS
CHEMBL1231367	BJI
CHEMBL288441	DB8
CHEMBL379218	SS3
CHEMBL39848	B5H
CHEMBL2071612	0VN
CHEMBL4090695	JAY
CHEMBL485959	EKB
CHEMBL3970784	9EK
CHEMBL40422	PLU
CHEMBL1236649	VDM
CHEMBL193264	WBT
CHEMBL522806	MOY
CHEMBL2431665	AY5
CHEMBL4283316	64B
CHEMBL412437	YUV
CHEMBL420671	AT2
CHEMBL1230319	4PH
CHEMBL4445137	KFK
CHEMBL477487	DGP
CHEMBL477487	DG
CHEMBL2169939	B02
CHEMBL254781	03G
CHEMBL202311	GAJ
CHEMBL2032163	B2R
CHEMBL4085262	OOU
CHEMBL595354	F1W
CHEMBL2252422	5BQ
CHEMBL14282	NIT
CHEMBL3990080	W7M
CHEMBL432234	FBC
CHEMBL4553552	KED
CHEMBL1928097	Y55
CHEMBL578098	LGL
CHEMBL3425765	E8O
CHEMBL57053	4CH
CHEMBL1684986	MMY
CHEMBL2348794	Q67
CHEMBL2152428	M41
CHEMBL1615025	IZG
CHEMBL4103186	OOV
CHEMBL238902	SM1
CHEMBL447664	9XT
CHEMBL4175991	6O6
CHEMBL1234304	MGQ
CHEMBL3318804	H0V
CHEMBL160949	BBU
CHEMBL3623144	EL1
CHEMBL275626	CBG
CHEMBL2178578	79K
CHEMBL449221	EQA
CHEMBL295398	18K
CHEMBL131853	GYP
CHEMBL2040554	SL6
CHEMBL43719	HPL
CHEMBL1809220	S49
CHEMBL108475	ETY
CHEMBL4105619	7CW
CHEMBL374975	FUA
CHEMBL4449858	HG8
CHEMBL4453237	J1H
CHEMBL1213169	ZZQ
CHEMBL484995	VGF
CHEMBL209744	0OM
CHEMBL4482864	LHZ
CHEMBL123978	3MB
