From src:'1'	To src:'3'
CHEMBL1229107	8SJ
CHEMBL2147710	W94
CHEMBL1230016	31U
CHEMBL4094163	K5C
CHEMBL577502	AX6
CHEMBL1234956	OFF
CHEMBL4089376	2CU
CHEMBL1233316	HHA
CHEMBL303296	LNO
CHEMBL608533	2K2
CHEMBL1230158	3N1
CHEMBL1417210	78Y
CHEMBL4074311	8XE
CHEMBL1231371	BK2
CHEMBL1083499	NLI
CHEMBL551212	ON1
CHEMBL4210580	FNV
CHEMBL4439414	JV5
CHEMBL26221	JP5
CHEMBL4468719	N6Z
CHEMBL4077177	PVK
CHEMBL3121640	28M
CHEMBL14608	27P
CHEMBL4176822	8Y2
CHEMBL1213120	DLN
CHEMBL4550911	NR8
CHEMBL3771364	5H5
CHEMBL472172	EQO
CHEMBL2097992	HYV
CHEMBL551821	3N5
CHEMBL226796	SS5
CHEMBL1299308	4VC
CHEMBL2381340	VYJ
CHEMBL2348358	DS4
CHEMBL30678	55U
CHEMBL589370	5NS
CHEMBL131	TUA
CHEMBL552182	9F2
CHEMBL4476149	2YY
CHEMBL1234201	MAA
CHEMBL261720	DKI
CHEMBL2152477	P7K
CHEMBL4061051	8XK
CHEMBL44628	5CL
CHEMBL1956162	33C
CHEMBL108	N6W
CHEMBL2011932	1N3
CHEMBL1649730	9UM
CHEMBL443684	1XJ
CHEMBL4591066	KZK
CHEMBL3099587	N4C
CHEMBL3814575	57P
CHEMBL4550499	YL5
CHEMBL284314	216
CHEMBL4096246	9YV
CHEMBL66879	HC4
CHEMBL4170489	E7E
CHEMBL271663	5XC
CHEMBL1615094	MPV
CHEMBL1360726	UWX
CHEMBL3950656	LTY
CHEMBL1232357	DRR
CHEMBL3590106	EVK
CHEMBL377172	H5A
CHEMBL1934292	508
CHEMBL363387	3NA
CHEMBL3929927	K5A
CHEMBL3577290	2VM
CHEMBL262628	TUO
CHEMBL1230795	ABP
CHEMBL4453778	FKK
CHEMBL1738910	TQI
CHEMBL566581	FM9
CHEMBL1614913	D66
CHEMBL270687	MHR
CHEMBL4553467	QBQ
CHEMBL298312	CRS
CHEMBL1614745	2HG
CHEMBL4290656	M7Z
CHEMBL1834488	G94
CHEMBL117545	0QE
CHEMBL73050	A77
CHEMBL215152	YJA
CHEMBL5	NIX
CHEMBL1644639	589
CHEMBL20936	BEN
CHEMBL2010993	EWZ
CHEMBL44657	EVP
CHEMBL1917724	YJX
CHEMBL1232328	DPJ
CHEMBL1824858	JK5
CHEMBL2104955	VD1
CHEMBL168640	A00
CHEMBL8432	LA3
CHEMBL477822	SU0
CHEMBL4090531	7HF
CHEMBL4214342	9KO
CHEMBL286738	667
CHEMBL2048241	YS4
CHEMBL4542865	C9O
CHEMBL552941	E9M
CHEMBL1757	FCN
CHEMBL1162144	PYR
CHEMBL206834	406
CHEMBL524233	VB3
CHEMBL2140523	AU5
CHEMBL402548	627
CHEMBL429743	900
CHEMBL3809983	5KH
CHEMBL326564	PU6
CHEMBL522892	38O
CHEMBL1639	C41
CHEMBL507974	9SR
CHEMBL4470860	GFJ
CHEMBL311909	Y0X
CHEMBL282896	E8S
CHEMBL378093	5QC
CHEMBL1517	OTC
CHEMBL3237436	370
CHEMBL3589039	49L
CHEMBL1173379	NER
CHEMBL3814342	FC7
CHEMBL47590	CK6
CHEMBL2381408	7HC
CHEMBL141	3TC
CHEMBL1229792	20C
CHEMBL113414	P92
CHEMBL297053	AYM
CHEMBL1233771	JSZ
CHEMBL563196	22F
CHEMBL491820	YFE
CHEMBL3128021	1VM
CHEMBL38912	BFS
CHEMBL4561244	BS8
CHEMBL606919	JZO
CHEMBL126075	8DZ
CHEMBL524038	HYY
CHEMBL462997	SA0
CHEMBL4071836	XH8
CHEMBL2426568	2XL
CHEMBL4128069	EDJ
CHEMBL2313158	G8A
CHEMBL4554784	SZ9
CHEMBL1231179	B4W
CHEMBL2098035	WCU
CHEMBL3596631	4P3
CHEMBL4464291	56N
CHEMBL3775323	5X0
CHEMBL4452905	P5J
CHEMBL1471153	KKG
CHEMBL1230492	6GP
CHEMBL576570	AU1
CHEMBL1230806	ACI
CHEMBL377582	DUA
CHEMBL4081997	8O7
CHEMBL3402236	49P
CHEMBL3259832	66J
CHEMBL149502	8IN
CHEMBL3322327	26W
CHEMBL384474	G8M
CHEMBL2171447	0VQ
CHEMBL131091	20V
CHEMBL272195	AOX
CHEMBL289966	1Y5
CHEMBL72963	RZ8
CHEMBL307193	0E9
CHEMBL492265	A17
CHEMBL3962812	92J
CHEMBL3092523	1VC
CHEMBL24164	GWM
CHEMBL1230182	3P3
CHEMBL4444439	R57
CHEMBL2093113	Y70
CHEMBL534524	6XV
CHEMBL406572	311
CHEMBL464854	3MJ
CHEMBL494325	28S
CHEMBL2171133	924
CHEMBL2409589	KGW
CHEMBL319244	QAP
CHEMBL1184537	BVE
CHEMBL1235965	SLU
CHEMBL3911017	CJG
CHEMBL146227	G3E
CHEMBL4214796	E3B
CHEMBL394052	P9D
CHEMBL332030	B3Q
CHEMBL401473	CM8
CHEMBL1222240	EV5
CHEMBL539165	FCR
CHEMBL705	9CR
CHEMBL605021	F1X
CHEMBL3358196	513
CHEMBL519374	MXL
CHEMBL4165206	99O
CHEMBL1233097	GP8
CHEMBL3770219	TUQ
CHEMBL3958794	TWP
CHEMBL3922315	7BR
CHEMBL2387221	0XP
CHEMBL3990559	W7C
CHEMBL90488	572
CHEMBL437508	AP5
CHEMBL4288487	RMR
CHEMBL1231700	CDC
CHEMBL3586556	9TJ
CHEMBL549867	H1K
CHEMBL2425612	1YT
CHEMBL1405447	17Z
CHEMBL574060	HNA
CHEMBL4472701	NJ4
CHEMBL4166541	713
CHEMBL2358377	2XO
CHEMBL2322604	0LR
CHEMBL1230906	AIB
CHEMBL3765269	3DN
CHEMBL1738761	A54
CHEMBL465040	27H
CHEMBL460962	D4N
CHEMBL456929	MUV
CHEMBL256732	VPU
CHEMBL3775060	VQI
CHEMBL1738736	3RP
CHEMBL300676	SNC
CHEMBL3746293	3YO
CHEMBL4251324	65R
CHEMBL3247165	1WD
CHEMBL104937	675
CHEMBL4099419	74J
CHEMBL310555	HQY
CHEMBL4593828	CQJ
CHEMBL6685	ZEC
CHEMBL1614776	3Q5
CHEMBL230347	P45
CHEMBL309135	8P7
CHEMBL370595	TN2
CHEMBL86658	YPA
CHEMBL386630	TES
CHEMBL4441479	LKQ
CHEMBL179036	FT4
CHEMBL602	DHL
CHEMBL3318248	6WU
CHEMBL1508842	A6W
CHEMBL4095043	J63
CHEMBL1230597	829
CHEMBL214529	2IC
CHEMBL3940890	16V
CHEMBL2323585	PYW
CHEMBL4548400	KMS
CHEMBL1236159	T5M
CHEMBL61591	71M
CHEMBL1498	1CA
CHEMBL4290716	YPG
CHEMBL4557196	75L
CHEMBL1231233	BBF
CHEMBL2323846	1DV
CHEMBL2024087	SW4
CHEMBL2146902	5HN
CHEMBL132767	K1S
CHEMBL4472879	KQD
CHEMBL510893	B90
CHEMBL448143	1ZB
CHEMBL4564973	L9S
CHEMBL4449970	OU1
CHEMBL29641	MSQ
CHEMBL267963	GEF
CHEMBL212296	512
CHEMBL15841	E4B
CHEMBL2316958	KKR
CHEMBL1612460	7MZ
CHEMBL287331	SN6
CHEMBL4516096	VXU
CHEMBL83628	AO7
CHEMBL1231859	CND
CHEMBL1256146	I5I
CHEMBL3326434	3FH
CHEMBL2376565	2BI
CHEMBL3634122	52K
CHEMBL394091	S07
CHEMBL1229873	2AA
CHEMBL1233659	IRB
CHEMBL3885166	6HF
CHEMBL24957	IM8
CHEMBL1163084	VMS
CHEMBL200495	3EA
CHEMBL4095133	GR7
CHEMBL255465	DBQ
CHEMBL388594	2BP
CHEMBL1162545	GLV
CHEMBL3828396	IWX
CHEMBL4213606	F88
CHEMBL293034	MSI
CHEMBL4452072	KYW
CHEMBL42423	4NC
CHEMBL4101719	QP7
CHEMBL1235432	PRF
CHEMBL1235432	HNG
CHEMBL29609	W11
CHEMBL25719	64Z
CHEMBL2017291	1GH
CHEMBL4169325	9JQ
CHEMBL3604843	4V9
CHEMBL3360415	35O
CHEMBL436462	493
CHEMBL201856	C5M
CHEMBL2063743	0JA
CHEMBL4095967	B8P
CHEMBL550148	HS4
CHEMBL494105	T97
CHEMBL235212	REN
CHEMBL3309990	HAJ
CHEMBL359164	LTT
CHEMBL141088	49A
CHEMBL1212956	YS2
CHEMBL4171209	B5Z
CHEMBL76232	FGA
CHEMBL76232	DGL
CHEMBL2331741	T05
CHEMBL495597	3G4
CHEMBL120433	DMN
CHEMBL4540985	D0O
CHEMBL389029	LIV
CHEMBL3990251	W85
CHEMBL500272	471
CHEMBL3354494	3VF
CHEMBL261432	0MQ
CHEMBL2346802	1BB
CHEMBL1333252	1YO
CHEMBL202930	43A
CHEMBL253951	OX3
CHEMBL1234354	ML9
CHEMBL4115154	FYW
CHEMBL4079234	76P
CHEMBL179583	RU5
CHEMBL411329	YMZ
CHEMBL1738702	05B
CHEMBL254129	CY8
CHEMBL4548068	QVY
CHEMBL275040	KAI
CHEMBL2181980	09B
CHEMBL1923983	3SM
CHEMBL11471	ILO
CHEMBL1171859	1CB
CHEMBL389421	JS6
CHEMBL396176	FX4
CHEMBL8463	K4G
CHEMBL4551234	6WE
CHEMBL3251336	ANU
CHEMBL169896	F89
CHEMBL202608	54U
CHEMBL1392	CUT
CHEMBL531471	0BR
CHEMBL3990946	W74
CHEMBL3098810	1X8
CHEMBL1921976	7D6
CHEMBL1193426	9MU
CHEMBL327236	1LG
CHEMBL2377814	99Z
CHEMBL48339	BMM
CHEMBL3800286	60W
CHEMBL4592339	AK0
CHEMBL1201383	GTF
CHEMBL3582354	4EL
CHEMBL1234093	LT1
CHEMBL1201187	MRV
CHEMBL578433	H5U
CHEMBL3187723	QO7
CHEMBL7162	NS4
CHEMBL1065	H8J
CHEMBL1615293	XIZ
CHEMBL344115	3VW
CHEMBL590043	JZG
CHEMBL3785312	5X2
CHEMBL4549287	KZT
CHEMBL2375371	1O3
CHEMBL1270835	ZOO
CHEMBL1553629	9GL
CHEMBL569943	R48
CHEMBL4209934	AOY
CHEMBL3969362	C4N
CHEMBL1456597	RQQ
CHEMBL480391	EZV
CHEMBL94219	BIV
CHEMBL275098	Q3C
CHEMBL4547673	JVH
CHEMBL4176263	9MK
CHEMBL282837	CDD
CHEMBL1400949	1WC
CHEMBL408706	LZZ
CHEMBL194853	R20
CHEMBL3629009	50E
CHEMBL3949996	6QO
CHEMBL115950	7WV
CHEMBL3798679	5VS
CHEMBL2392500	C5I
CHEMBL2381492	1P8
CHEMBL4577612	AW9
CHEMBL3414693	RV1
CHEMBL1929207	P7A
CHEMBL4072590	7DL
CHEMBL3799694	7H0
CHEMBL3233130	2TZ
CHEMBL2377530	EK1
CHEMBL180920	MLO
CHEMBL455461	RD8
CHEMBL4210355	RV2
CHEMBL4164753	RTE
CHEMBL178593	065
CHEMBL2181997	092
CHEMBL1614818	930
CHEMBL1221660	A11
CHEMBL445799	75H
CHEMBL2069328	VLV
CHEMBL398363	DDJ
CHEMBL1234040	LM2
CHEMBL3098807	1X7
CHEMBL293961	T50
CHEMBL221868	NDZ
CHEMBL1233466	HY3
CHEMBL289559	QY9
CHEMBL4588560	9XZ
CHEMBL3915117	74Z
CHEMBL4092482	0G3
CHEMBL1230742	A74
CHEMBL2325183	KTD
CHEMBL4446268	D6X
CHEMBL1233694	IW5
CHEMBL4249054	F4T
CHEMBL333304	RGZ
CHEMBL3288411	X4D
CHEMBL462018	TR5
CHEMBL4557050	QKP
CHEMBL4173836	V45
CHEMBL153580	BPN
CHEMBL140037	ES4
CHEMBL2333426	8UZ
CHEMBL183682	187
CHEMBL149299	CH8
CHEMBL276647	335
CHEMBL255130	UL1
CHEMBL1230231	45C
CHEMBL456977	93Y
CHEMBL398870	JNJ
CHEMBL3359895	3DX
CHEMBL4126465	BY5
CHEMBL1782306	19T
CHEMBL1738857	PFK
CHEMBL65553	R17
CHEMBL3416733	P52
CHEMBL1044	PAC
CHEMBL489	OHT
CHEMBL251429	DD1
CHEMBL3818759	6HZ
CHEMBL2332594	5ET
CHEMBL689	MTL
CHEMBL3794549	1Y1
CHEMBL4596287	K9T
CHEMBL1232637	F59
CHEMBL16861	431
CHEMBL4086986	95N
CHEMBL2010601	VX7
CHEMBL1738942	Z83
CHEMBL4436073	ZBF
CHEMBL513599	C8U
CHEMBL1160597	NYM
CHEMBL273628	1C5
CHEMBL290345	SKM
CHEMBL317929	LCY
CHEMBL3184952	P1W
CHEMBL1083943	IMX
CHEMBL243876	5NO
CHEMBL4090439	XLB
CHEMBL3414926	44X
CHEMBL3785707	56Y
CHEMBL4117150	54P
CHEMBL1230648	957
CHEMBL4545947	BXU
CHEMBL3467551	M6Z
CHEMBL3735689	4Z8
CHEMBL425181	D05
CHEMBL3609771	OCW
CHEMBL2448348	3Q7
CHEMBL434965	MCO
CHEMBL1165268	IDB
CHEMBL2442060	RFM
CHEMBL549749	IBD
CHEMBL1234931	OCG
CHEMBL4089641	8JH
CHEMBL400300	1FA
CHEMBL560976	84D
CHEMBL1235805	S57
CHEMBL314772	DFU
CHEMBL4597534	7CH
CHEMBL95874	2BS
CHEMBL1271706	IDQ
CHEMBL312862	LON
CHEMBL519939	55F
CHEMBL1229508	014
CHEMBL492514	2RB
CHEMBL3092539	8ME
CHEMBL591696	X2L
CHEMBL2381636	AJ6
CHEMBL345599	BDC
CHEMBL2386916	1OX
CHEMBL1235810	S60
CHEMBL3326654	3D8
CHEMBL4060726	XOS
CHEMBL3426615	C7U
CHEMBL3426319	4M6
CHEMBL4087876	59B
CHEMBL870	212
CHEMBL3105681	8YB
CHEMBL4541654	M8V
CHEMBL65	EHD
CHEMBL314871	0R1
CHEMBL277500	BNZ
CHEMBL1231544	BZZ
CHEMBL4070442	A4J
CHEMBL3808609	BYR
CHEMBL1923490	494
CHEMBL346886	2ZI
CHEMBL2031461	AAV
CHEMBL574401	H4D
CHEMBL348881	2H4
CHEMBL240806	FT3
CHEMBL382689	NOK
CHEMBL1160818	5HU
CHEMBL454138	33Y
CHEMBL468154	2H3
CHEMBL196228	FFA
CHEMBL1215544	613
CHEMBL2018158	4ZV
CHEMBL1199734	UPP
CHEMBL1738792	DWH
CHEMBL290527	BMO
CHEMBL2152431	S29
CHEMBL17564	74C
CHEMBL4453148	MQV
CHEMBL1969042	1CQ
CHEMBL4218506	EYY
CHEMBL3909674	76C
CHEMBL3975283	7BW
CHEMBL2432011	21W
CHEMBL3741228	5GI
CHEMBL116597	53U
CHEMBL585367	ZZF
CHEMBL295069	NAP
CHEMBL3585576	T35
CHEMBL1650607	71O
CHEMBL1085893	8XV
CHEMBL1160945	DEZ
CHEMBL1563710	17W
CHEMBL3125475	X0D
CHEMBL1233750	JKZ
CHEMBL4217043	30I
CHEMBL4214279	70K
CHEMBL165315	669
CHEMBL443732	GGB
CHEMBL3902318	LLD
CHEMBL2259788	FK8
CHEMBL18	EZL
CHEMBL2443019	6VJ
CHEMBL42743	TYK
CHEMBL472193	AK1
CHEMBL450995	LJ2
CHEMBL16300	BHO
CHEMBL4224940	AQY
CHEMBL4437555	9G6
CHEMBL341260	9MQ
CHEMBL376435	72T
CHEMBL304009	2EC
CHEMBL4203464	LX3
CHEMBL301769	PMD
CHEMBL204021	5HV
CHEMBL729	AB1
CHEMBL1615289	XFK
CHEMBL1233714	J0Z
CHEMBL1084114	ORH
CHEMBL3040659	1MF
CHEMBL3963651	6E9
CHEMBL3983270	7K4
CHEMBL4205098	C5V
CHEMBL1241463	F4A
CHEMBL1236818	XL3
CHEMBL4457368	BV9
CHEMBL3234588	DQ5
CHEMBL134713	ZY7
CHEMBL258728	C3P
CHEMBL325434	COG
CHEMBL127066	F40
CHEMBL217068	251
CHEMBL402605	LOG
CHEMBL228224	L15
CHEMBL3582439	4EK
CHEMBL468902	MKV
CHEMBL916	AGG
CHEMBL3310892	M7C
CHEMBL3817933	2XD
CHEMBL3622127	50O
CHEMBL197165	A1A
CHEMBL1092824	CT0
CHEMBL4163069	HJ4
CHEMBL471144	LMS
CHEMBL1515	MMZ
CHEMBL253539	UFT
CHEMBL187523	033
CHEMBL1234848	NTA
CHEMBL458276	93S
CHEMBL260163	C2J
CHEMBL483090	E10
CHEMBL2089255	8QE
CHEMBL413733	77J
CHEMBL4538474	K2Y
CHEMBL4095025	GK9
CHEMBL505886	8PS
CHEMBL4116421	3OU
CHEMBL4228242	0XG
CHEMBL4519591	YKG
CHEMBL1614771	3Q0
CHEMBL2316891	1E7
CHEMBL425949	1TR
CHEMBL1208302	1DB
CHEMBL787	MTK
CHEMBL253825	D56
CHEMBL519504	RO7
CHEMBL3260476	RL1
CHEMBL3186981	7RS
CHEMBL2029903	0K6
CHEMBL3298889	676
CHEMBL1229737	1GW
CHEMBL444346	0F7
CHEMBL3769507	H1B
CHEMBL1208330	OTT
CHEMBL3741545	2R2
CHEMBL1235943	SIE
CHEMBL4590944	JX5
CHEMBL1076637	DTY
CHEMBL4078808	4OG
CHEMBL1461	GTQ
CHEMBL56226	FPN
CHEMBL3586089	0RO
CHEMBL3359927	3QX
CHEMBL985	URE
CHEMBL505896	AM7
CHEMBL369225	9EU
CHEMBL2347965	KJR
CHEMBL197865	973
CHEMBL92567	TCO
CHEMBL137743	7DP
CHEMBL4462691	MBE
CHEMBL1231106	AX2
CHEMBL1946325	JBI
CHEMBL566838	848
CHEMBL1170851	KP3
CHEMBL242737	A58
CHEMBL223512	A25
CHEMBL4068905	87V
CHEMBL403195	SC6
CHEMBL2331664	19P
CHEMBL1160887	GVM
CHEMBL4459585	UWM
CHEMBL2204696	Y1N
CHEMBL4161807	QBY
CHEMBL2334324	1GG
CHEMBL3890777	J55
CHEMBL1163057	DSZ
CHEMBL358850	LAC
CHEMBL265502	SVR
CHEMBL176467	HQQ
CHEMBL1232684	FCL
CHEMBL110971	252
CHEMBL3622956	X9G
CHEMBL596137	UDM
CHEMBL317037	EPS
CHEMBL1231450	BPU
CHEMBL2409696	AZ6
CHEMBL3775869	KCH
CHEMBL2420555	1V5
CHEMBL1517998	BZX
CHEMBL3775548	FQH
CHEMBL4068357	7GV
CHEMBL2047040	0LG
CHEMBL2414432	Q15
CHEMBL3260347	20R
CHEMBL2074655	1YJ
CHEMBL2426364	UWN
CHEMBL276518	6LR
CHEMBL227744	NRG
CHEMBL858	EDT
CHEMBL489586	R8E
CHEMBL119888	JKE
CHEMBL436784	LGD
CHEMBL1232432	E11
CHEMBL1206869	BIH
CHEMBL563292	351
CHEMBL581906	7M6
CHEMBL2172630	0U0
CHEMBL559638	VGI
CHEMBL4086997	BYV
CHEMBL490080	8C5
CHEMBL1897277	0OL
CHEMBL563187	HK7
CHEMBL4456676	KXT
CHEMBL3653231	EYH
CHEMBL4597216	9RR
CHEMBL4237704	A9M
CHEMBL521851	GD9
CHEMBL2347190	1HO
CHEMBL501942	LJ4
CHEMBL2387467	1OB
CHEMBL2179277	0YB
CHEMBL4445959	O5B
CHEMBL1232805	FOT
CHEMBL115994	09K
CHEMBL3590396	YEJ
CHEMBL1530549	Q5M
CHEMBL1324	TCW
CHEMBL4583093	4X7
CHEMBL3084978	SVJ
CHEMBL1213270	HZ3
CHEMBL533514	8W2
CHEMBL4297467	96Q
CHEMBL125381	PFA
CHEMBL2158562	0TM
CHEMBL493181	VVV
CHEMBL3818519	5S9
CHEMBL521105	FXG
CHEMBL3407864	3Z2
CHEMBL4081453	CWY
CHEMBL367983	FB1
CHEMBL495624	830
CHEMBL38	REA
CHEMBL60542	GM4
CHEMBL138060	KA5
CHEMBL257991	SR7
CHEMBL196	ASC
CHEMBL485652	D4T
CHEMBL1178	XQG
CHEMBL2018852	0Y1
CHEMBL516214	N8M
CHEMBL2178284	RQN
CHEMBL1541	C04
CHEMBL1097356	Z75
CHEMBL1347128	QV2
CHEMBL432359	853
CHEMBL354773	PMC
CHEMBL2017253	XNN
CHEMBL1089616	B9Y
CHEMBL4530083	J08
CHEMBL450950	CPS
CHEMBL1835337	TZG
CHEMBL397985	H07
CHEMBL4561314	3QH
CHEMBL1233882	KS5
CHEMBL1232565	ERU
CHEMBL183094	XIS
CHEMBL4528697	KMJ
CHEMBL61990	LG4
CHEMBL4212692	54J
CHEMBL335900	DD9
CHEMBL1482091	B1J
CHEMBL447943	PN4
CHEMBL3589098	48G
CHEMBL3808672	6BS
CHEMBL267431	AS0
CHEMBL4173846	DUH
CHEMBL1403	PG9
CHEMBL4471352	M36
CHEMBL3318499	FDB
CHEMBL4207669	DZJ
CHEMBL2058971	W61
CHEMBL483894	4U9
CHEMBL445647	COI
CHEMBL275066	PIW
CHEMBL1221977	EV4
CHEMBL1230011	30E
CHEMBL75113	RYX
CHEMBL4082603	XBS
CHEMBL197110	3GL
CHEMBL267014	L74
CHEMBL2219859	UBY
CHEMBL4064370	6Q2
CHEMBL3764757	92R
CHEMBL4435596	VUG
CHEMBL190035	3HP
CHEMBL2407612	I31
CHEMBL3408644	3AO
CHEMBL1201236	142
CHEMBL4297530	EWR
CHEMBL1234088	LS4
CHEMBL4216774	7BL
CHEMBL50112	61V
CHEMBL4093769	9XJ
CHEMBL140072	3YH
CHEMBL4168950	UOD
CHEMBL1492146	FUZ
CHEMBL1412109	UTG
CHEMBL57286	AYE
CHEMBL2431803	F70
CHEMBL255874	7X7
CHEMBL573	NIO
CHEMBL518800	RC8
CHEMBL1229144	E9V
CHEMBL541214	527
CHEMBL1232443	E36
CHEMBL587723	AEE
CHEMBL1230670	9HO
CHEMBL1029	NBV
CHEMBL3039333	8S0
CHEMBL145	DHC
CHEMBL4281112	G2V
CHEMBL2178104	B3B
CHEMBL1163081	LSS
CHEMBL53463	DM2
CHEMBL2335381	39O
CHEMBL3915707	QYV
CHEMBL77840	XS6
CHEMBL489347	MT9
CHEMBL4075556	EQD
CHEMBL1869836	0OO
CHEMBL4129641	F3W
CHEMBL483287	S21
CHEMBL453280	HMO
CHEMBL4459279	KQP
CHEMBL1940317	6R7
CHEMBL4061548	9AA
CHEMBL284237	BMK
CHEMBL4249798	A4X
CHEMBL1230617	8BR
CHEMBL4531666	B7H
CHEMBL4514160	JWD
CHEMBL3262592	2QT
CHEMBL4465167	GZE
CHEMBL293498	TB9
CHEMBL3746320	2Y6
CHEMBL4446363	T6Z
CHEMBL4469540	DXJ
CHEMBL1232077	D4P
CHEMBL4555040	M9T
CHEMBL1172464	4UB
CHEMBL1269246	T5E
CHEMBL576502	EFP
CHEMBL358263	4JC
CHEMBL511444	G13
CHEMBL4588202	862
CHEMBL1406979	EJQ
CHEMBL1650614	6MU
CHEMBL3344386	7AH
CHEMBL3422109	2RR
CHEMBL3774855	82O
CHEMBL3039522	GT6
CHEMBL1233732	J90
CHEMBL3109188	Q16
CHEMBL236718	DC8
CHEMBL458997	BI9
CHEMBL1807642	KPK
CHEMBL223026	KN2
CHEMBL480626	BHQ
CHEMBL2425111	K8A
CHEMBL2311962	0XB
CHEMBL63323	NFL
CHEMBL3645227	N0V
CHEMBL2323558	12R
CHEMBL4206032	YE5
CHEMBL406220	E7B
CHEMBL571518	3AY
CHEMBL356362	IPE
CHEMBL3423033	4K6
CHEMBL218762	2ON
CHEMBL3990804	8A7
CHEMBL76029	L35
CHEMBL2017087	0JP
CHEMBL2031018	398
CHEMBL3601317	4TH
CHEMBL507614	4WL
CHEMBL453452	OLQ
CHEMBL4476380	M4G
CHEMBL1236230	TDE
CHEMBL2011983	0KP
CHEMBL3643413	9NQ
CHEMBL221118	6IP
CHEMBL3988806	Q7U
CHEMBL1188176	XM0
CHEMBL4436648	UHJ
CHEMBL1234595	N6G
CHEMBL3355117	3L0
CHEMBL4539528	FQR
CHEMBL1160563	3PG
CHEMBL4214176	FV7
CHEMBL60718	TQ8
CHEMBL83508	Z79
CHEMBL289233	ML2
CHEMBL2413862	WDW
CHEMBL1162293	51R
CHEMBL4594905	DQ3
CHEMBL16081	ACM
CHEMBL3949078	4QV
CHEMBL3140162	PQ7
CHEMBL4285648	GDK
CHEMBL4584522	OY4
CHEMBL1234021	LIX
CHEMBL4459217	6TH
CHEMBL4159417	8M1
CHEMBL2403108	4MK
CHEMBL3310395	1QA
CHEMBL3302647	NV1
CHEMBL456634	4B0
CHEMBL49935	7CY
CHEMBL572367	BDJ
CHEMBL1231529	BY6
CHEMBL4098878	D4Q
CHEMBL84623	W1D
CHEMBL521703	E04
CHEMBL3594305	4T1
CHEMBL4515313	BAE
CHEMBL98406	FBB
CHEMBL572878	VX6
CHEMBL4457557	X28
CHEMBL4212563	F82
CHEMBL418471	ETR
CHEMBL12712	02R
CHEMBL96926	TG1
CHEMBL3526962	R4G
CHEMBL593092	M07
CHEMBL197550	A18
CHEMBL576781	DXQ
CHEMBL1231507	BUJ
CHEMBL1230268	4DE
CHEMBL3298910	HUU
CHEMBL82411	IAC
CHEMBL1231013	APD
CHEMBL3274344	JNM
CHEMBL75131	RZ0
CHEMBL3354255	779
CHEMBL557341	PP8
CHEMBL4081869	8J8
CHEMBL3596585	1EG
CHEMBL540956	UFK
CHEMBL1233717	J14
CHEMBL482968	J3A
CHEMBL299737	B85
CHEMBL1233354	HMH
CHEMBL4446834	E4U
CHEMBL4467571	KJD
CHEMBL1233976	LDO
CHEMBL3628361	363
CHEMBL3338838	3J7
CHEMBL280978	ZGA
CHEMBL4250253	HU7
CHEMBL435128	S11
CHEMBL453137	DZ3
CHEMBL3186214	F4Z
CHEMBL1232702	FE1
CHEMBL3306056	4NE
CHEMBL201837	T8P
CHEMBL251170	A9T
CHEMBL141076	FQ0
CHEMBL231095	P19
CHEMBL83527	3RL
CHEMBL323780	5NU
CHEMBL4438468	R8A
CHEMBL1085177	JZY
CHEMBL4474392	KLD
CHEMBL3919646	6YN
CHEMBL117	57D
CHEMBL13485	J60
CHEMBL2377818	04Z
CHEMBL3298205	32C
CHEMBL3263036	2VU
CHEMBL437557	474
CHEMBL16332	ZED
CHEMBL2016757	U08
CHEMBL1775009	GBA
CHEMBL560377	PF8
CHEMBL3087500	0QJ
CHEMBL57	NVP
CHEMBL4167242	Z8R
CHEMBL232557	371
CHEMBL4456044	D1W
CHEMBL1229661	15C
CHEMBL349605	MRY
CHEMBL1481095	4YK
CHEMBL3103857	2HW
CHEMBL2058057	25F
CHEMBL523991	48B
CHEMBL148476	4ZY
CHEMBL3431606	0RK
CHEMBL443234	3AE
CHEMBL350813	KFY
CHEMBL121291	SG1
CHEMBL2337127	YFB
CHEMBL2347204	1H7
CHEMBL155204	O4B
CHEMBL4245242	504
CHEMBL4061600	9UA
CHEMBL3977543	V1Y
CHEMBL3099589	F4D
CHEMBL3086883	NUD
CHEMBL3945199	6OX
CHEMBL3099812	N4A
CHEMBL4302816	N26
CHEMBL1914475	ZW3
CHEMBL251073	RWF
CHEMBL3763967	BX4
CHEMBL216579	GEQ
CHEMBL1956738	AXW
CHEMBL1198608	BM0
CHEMBL1818127	Q26
CHEMBL25101	GYY
CHEMBL261708	JPA
CHEMBL574699	BR8
CHEMBL572528	CBD
CHEMBL1923888	D1Q
CHEMBL1096435	4DC
CHEMBL3989871	EFD
CHEMBL2365533	1YH
CHEMBL3547100	EG8
CHEMBL1229688	180
CHEMBL551049	GHC
CHEMBL1618066	1SJ
CHEMBL178938	D2G
CHEMBL1233457	HXD
CHEMBL3781143	36S
CHEMBL3622518	4S3
CHEMBL3116399	2HL
CHEMBL230172	F77
CHEMBL3665115	2V2
CHEMBL2047045	0N1
CHEMBL3581510	3VX
CHEMBL14449	NEH
CHEMBL219942	F2C
CHEMBL1223526	YEX
CHEMBL657	2PM
CHEMBL1171503	B8S
CHEMBL62083	1SQ
CHEMBL257619	QWP
CHEMBL1834390	B2J
CHEMBL14409	3CN
CHEMBL4082775	8PV
CHEMBL3990355	W7O
